You did not select any stats, using -cdngy by default.
[7l----total-cpu-usage---- --dsk/sdb-- --dsk/sdc-- --dsk/sdd-- --dsk/sde-- -dsk/total- ---net/lo-- --net/eth0- --net/ib2-- -net/total- ---paging-- ---system--
usr sys idl wai hiq siq| read  writ: read  writ: read  writ: read  writ: read  writ| recv  send: recv  send: recv  send: recv  send|  in   out | int   csw 
 60  35   0   0   0   5|2049k  171M:  13k  803M:   0   789M:   0   227M:2070k 1990M|1977M 1977M:  29k  781B:  10k   32k:  39k   33k|   0     0 |  15k  209k
 59  36   0   0   0   5|2485k  861M:1638B  155M: 819B  150M: 819B  826M:2488k 1992M|1995M 1995M:  28k 5524B:9889B   32k:  37k   37k|   0     0 |  15k  210k
 60  35   0   0   0   5|2484k  145M:  15k  851M: 819B  885M:   0    92M:2500k 1974M|2000M 2000M:  44k  781B:9624B   30k:  54k   31k|   0     0 |  20k  212k
 59  36   0   0   0   5|2485k  603M: 819B   77M:   0   129M: 819B 1133M:2486k 1943M|2002M 2002M:  32k 4993B:9366B   30k:  41k   35k|   0     0 |  15k  211k
 58  36   0   0   0   5|2461k  903M:8192B  858M: 819B  774M:   0    17M:2470k 2553M|1997M 1997M:  30k  781B:  10k   31k:  41k   31k|   0     0 |  18k  212k
 60  35   0   0   0   5|2483k  296M:1638B  204M:   0   206M:1638B  758M:2486k 1464M|2068M 2068M:  40k 5047B:  10k   33k:  50k   38k|   0     0 |  19k  219k
 59  36   0   0   0   5|2459k  743M:5734B  514M:   0   310M: 819B  842M:2466k 2408M|2047M 2047M:  36k  781B:9354B   29k:  45k   29k|   0     0 |  22k  219k
 59  35   0   0   0   5|1639k  380M: 853k  579M: 819B  803M:   0    51M:2493k 1814M|2037M 2037M:  27k   52B:  10k   32k:  38k   32k|   0     0 |  23k  218k
 59  36   1   0   0   5|1638B  906M:2484k  590M:   0   547M:   0   310M:2486k 2352M|2048M 2048M:  18k 5722B:  11k   33k:  29k   38k|   0     0 |  35k  222k
 36  24  33   2   0   4| 819B  597M:2484k  655M: 819B  747M: 819B  807M:2486k 2806M|1198M 1198M:  29k 1942B:8174B   25k:  38k   27k|   0     0 |  70k  156k
  0   0 100   0   0   0|   0     0 :2483k    0 :   0     0 :   0    78k:2483k  171k|   0     0 :  24k  781B: 125B  694B:  26k 1475B|   0     0 | 310   396 
  0   0 100   0   0   0|   0    31k:2483k 4096B:   0    15k:   0  5734B:2483k   62k|   0     0 :  38k   69B:1172B 2245B:  39k 2314B|   0     0 | 476   565 
  0   0 100   0   0   0|   0  4096B:2458k 4096B:   0  4915B:   0  4915B:2458k   21k|   0     0 :  41k 5858B: 144B  669B:  41k 6527B|   0     0 | 302   405 
  0   1  99   0   0   0|   0     0 :2483k    0 :   0     0 :   0   284M:2483k  284M|   0     0 :  27k 1406B: 114B  490B:  28k 1896B|   0     0 | 810   404 
  0   2  98   0   0   0|   0  2150k:2483k  335M:1638B  339M:   0   240M:2485k  916M|   0     0 :  43k  781B: 133B  669B:  44k 1450B|   0     0 |2401  2422 
  0   3  96   1   0   0| 819B  204M:2483k  377M: 819B  374M:   0   386M:2485k 1342M|   0     0 :  33k   52B: 144B  607B:  33k  659B|   0     0 |2232   940 
